iter	RMSE
208	0.03613723217
209	0.03605555919
210	0.03598121245
211	0.03591532961
212	0.03590562861
213	0.0358695477
214	0.03584053161
215	0.03575983851
216	0.03567708243
217	0.03559609849
218	0.03551800595
219	0.03545171436
220	0.03538318126
221	0.03534439664
222	0.03529543074
223	0.03524546992
224	0.03517312664
225	0.03512591711
226	0.03504949855
227	0.03499064488
228	0.03496314076
229	0.03491141801
230	0.03480904509
231	0.03475741464
232	0.03470351858
233	0.03465197665
234	0.0346206993
235	0.03456082393
236	0.03451540961
237	0.03449179001
238	0.03448518085
239	0.0344154802
240	0.03431743627
241	0.03425448917
242	0.03419397753
243	0.03416085463
244	0.03412308489
245	0.03403312785
246	0.0339561877
247	0.03392595321
248	0.03387332553
249	0.03378341147
250	0.03376029994
251	0.03371543723
252	0.03367956238
253	0.03364634154
254	0.03358801008
255	0.03354826545
256	0.03350645647
257	0.03345030361
258	0.03337352556
259	0.03337149693
260	0.03333435599
261	0.03324866297
262	0.0332214831
263	0.03314791074
264	0.03309375732
265	0.03305654139
266	0.03297106006
267	0.03289594499
268	0.0328024721
269	0.03275100126
270	0.03270269239
271	0.0326649005
272	0.03263597094
273	0.03259316308
274	0.0325684899
275	0.03250989589
276	0.03246036005
277	0.03238124299
278	0.03233255255
279	0.03227808403
280	0.03222899725
281	0.03219767261
282	0.03214952221
283	0.03214323168
284	0.03209718807
285	0.03208886549
286	0.03207647147
287	0.03203228683
288	0.03197530618
289	0.03193621515
290	0.03189025863
291	0.03182247982
292	0.03179133876
293	0.03171773366
294	0.03168769678
295	0.03161156696
296	0.03155825191
297	0.0315064621
298	0.03150100329
299	0.03149908522
300	0.0314503961
301	0.03144707602
302	0.03143837021
303	0.03138827047
304	0.03138378575
305	0.03135256907
306	0.03133596181
307	0.03130151253
308	0.03128273572
309	0.03122792848
310	0.03118253647
311	0.03111637086
312	0.03106821576
313	0.03105095471
314	0.0309719535
315	0.03096521614
316	0.03088932473
317	0.03085924087
318	0.0308565551
319	0.03084573015
320	0.03083410794
321	0.03082349726
322	0.03081502264
323	0.03079369775
324	0.0307687008
325	0.03070268019
326	0.03070035688
327	0.03063938826
328	0.03060766793
329	0.0305845683
330	0.03056230495
331	0.03054196045
332	0.03049329948
333	0.030439235
334	0.03039502036
335	0.03034137215
336	0.03032662098
337	0.03030117361
338	0.03028351583
339	0.03023574278
340	0.03023003625
341	0.03022032778
342	0.03015535386
343	0.03011596177
344	0.03011272015
345	0.03004053847
346	0.02999427526
347	0.02992760203
348	0.02989265495
349	0.02986254619
350	0.02981436619
351	0.02980545305
352	0.02975955805
353	0.02971585969
354	0.02964893596
355	0.02964119912
356	0.02957551349
357	0.02951705755
358	0.02951540245
359	0.02948965695
360	0.02944850794
361	0.02939754117
362	0.02932924327
363	0.02932706233
364	0.02932004104
365	0.02931842004
366	0.02930795789
367	0.02929982944
368	0.02928313269
369	0.02927624699
370	0.02925639325
371	0.02925497679
372	0.02919176827
373	0.02916513961
374	0.02910024363
375	0.02907173617
376	0.02899597835
377	0.02892983819
378	0.02884832961
379	0.02884656585
380	0.02880350411
381	0.02875395135
382	0.0287403639
383	0.02869815885
384	0.02865320149
385	0.02861936478
386	0.02853651732
387	0.02848828362
388	0.02843864987
389	0.02843646206
390	0.0284275766
391	0.02841658007
392	0.02834199054
393	0.02827454421
394	0.02823281668
395	0.02822047215
396	0.02816327309
397	0.02810050386
398	0.02804247355
399	0.02798652016
400	0.02797787699
401	0.02792597853
402	0.02787839786
403	0.02783639743
404	0.02779396926
405	0.02777239241
406	0.02776094329
407	0.02771234935
408	0.02768630057
409	0.02763307653
410	0.02756704007
411	0.02752942709
412	0.02745847896
413	0.02738506305
414	0.02734511384
415	0.02726813727
416	0.02726583486
417	0.02720398352
418	0.02716289888
419	0.02716157113
420	0.02711224311
421	0.0270681069
422	0.02702981136
423	0.02697900203
424	0.02696750374
425	0.02694709754
426	0.02688028781
427	0.02685332892
428	0.02681667102
429	0.02677555257
430	0.02674181242
431	0.02672063856
432	0.02665387231
433	0.0265943568
434	0.02654826806
435	0.02650091833
436	0.02643674215
437	0.0264044765
438	0.02638238878
439	0.02633335729
440	0.02632491623
441	0.02629058126
442	0.02628933615
443	0.02624203786
444	0.02620798923
445	0.02616132299
446	0.02612571402
447	0.02610236845
448	0.02609960047
449	0.02604415205
450	0.0259988294
451	0.02595834142
452	0.02591921949
453	0.0259092542
454	0.02585827267
455	0.02581722158
456	0.02579501907
457	0.02575350046
458	0.02572086967
459	0.02568076832
460	0.02565250299
461	0.02561406501
462	0.02557376858
463	0.02552455988
464	0.02549323234
465	0.02546116071
466	0.02543345182
467	0.02543238302
468	0.02543151857
469	0.02539546215
470	0.02538452951
471	0.02536029273
472	0.02532740767
473	0.02528672153
474	0.02525151295
475	0.02521911253
476	0.02515391184
477	0.02515283057
478	0.02515015053
479	0.02507849078
480	0.02502042147
481	0.02498406381
482	0.02498240493
483	0.0249462398
484	0.02489495721
485	0.02485939701
486	0.02482587869
487	0.02477932671
488	0.024763092
489	0.02469432387
490	0.02468712369
491	0.02465315789
492	0.02463840639
493	0.02460660776
494	0.02460517371
495	0.0245738771
496	0.02455233392
497	0.02451226003
498	0.02448876475
499	0.0244262682
